,Page total likes,Type,Category,Post Month,Post Weekday,Post Hour,Paid,Lifetime Post Total Reach,Lifetime Post Total Impressions,Lifetime Engaged Users,Lifetime Post Consumers,Lifetime Post Consumptions,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime People who have liked your Page and engaged with your post,comment,like,share,Total Interactions
2824,109670,Photo,1,4,3,8,0.0,9880,12695,524,497,2123,43980,24720,1568,6,766.0,109.0,881
2825,109670,Photo,1,4,3,8,0.0,9880,12695,524,497,913,13546,9768,538,1,96.0,18.0,115
2826,109670,Photo,1,4,3,8,0.0,9880,12695,524,497,597,4747,2686,392,1,57.0,13.0,71
2827,109670,Photo,1,4,2,13,0.0,3334,5953,584,565,1254,6896,3998,683,11,235.0,34.0,280
2828,109670,Photo,1,4,2,13,0.0,3334,5953,584,565,906,7692,4234,508,1,64.0,22.0,87
2829,109670,Photo,1,4,2,13,0.0,3334,5953,584,565,788,5685,3230,469,2,92.0,28.0,122
2830,109670,Photo,1,4,2,13,0.0,3334,5953,584,565,943,7956,4696,492,3,53.0,13.0,69
2831,109670,Photo,1,4,2,13,0.0,3334,5953,584,565,874,5640,3206,471,5,140.0,38.0,183
2832,109670,Photo,1,4,2,13,0.0,3334,5953,584,565,768,8149,4864,389,0,48.0,8.0,56
2833,109670,Photo,1,4,2,13,0.0,3334,5953,584,565,1078,6733,3992,514,0,112.0,14.0,126
2834,109670,Photo,1,4,2,13,0.0,3334,5953,584,565,658,7072,4732,382,0,35.0,5.0,40
2835,109670,Photo,1,4,2,13,0.0,3334,5953,584,565,842,4954,2604,440,4,37.0,3.0,44
2836,109670,Photo,1,4,2,13,0.0,3334,5953,584,565,616,3821,2112,385,0,48.0,14.0,62
2837,109670,Photo,1,4,2,13,0.0,3334,5953,584,565,2123,43980,24720,1568,6,766.0,109.0,881
2838,109670,Photo,1,4,2,13,0.0,3334,5953,584,565,913,13546,9768,538,1,96.0,18.0,115
2839,109670,Photo,1,4,2,13,0.0,3334,5953,584,565,597,4747,2686,392,1,57.0,13.0,71
2840,109670,Photo,3,4,2,2,1.0,3130,5313,522,495,1254,6896,3998,683,11,235.0,34.0,280
2841,109670,Photo,3,4,2,2,1.0,3130,5313,522,495,906,7692,4234,508,1,64.0,22.0,87
2842,109670,Photo,3,4,2,2,1.0,3130,5313,522,495,788,5685,3230,469,2,92.0,28.0,122
2843,109670,Photo,3,4,2,2,1.0,3130,5313,522,495,943,7956,4696,492,3,53.0,13.0,69
2844,109670,Photo,3,4,2,2,1.0,3130,5313,522,495,874,5640,3206,471,5,140.0,38.0,183
2845,109670,Photo,3,4,2,2,1.0,3130,5313,522,495,768,8149,4864,389,0,48.0,8.0,56
2846,109670,Photo,3,4,2,2,1.0,3130,5313,522,495,1078,6733,3992,514,0,112.0,14.0,126
2847,109670,Photo,3,4,2,2,1.0,3130,5313,522,495,658,7072,4732,382,0,35.0,5.0,40
2848,109670,Photo,3,4,2,2,1.0,3130,5313,522,495,842,4954,2604,440,4,37.0,3.0,44
2849,109670,Photo,3,4,2,2,1.0,3130,5313,522,495,616,3821,2112,385,0,48.0,14.0,62
2850,109670,Photo,3,4,2,2,1.0,3130,5313,522,495,2123,43980,24720,1568,6,766.0,109.0,881
2851,109670,Photo,3,4,2,2,1.0,3130,5313,522,495,913,13546,9768,538,1,96.0,18.0,115
2852,109670,Photo,3,4,2,2,1.0,3130,5313,522,495,597,4747,2686,392,1,57.0,13.0,71
2853,109670,Photo,2,4,1,13,1.0,32208,55696,1933,1367,1254,6896,3998,683,11,235.0,34.0,280
2854,109670,Photo,2,4,1,13,1.0,32208,55696,1933,1367,906,7692,4234,508,1,64.0,22.0,87
2855,109670,Photo,2,4,1,13,1.0,32208,55696,1933,1367,788,5685,3230,469,2,92.0,28.0,122
2856,109670,Photo,2,4,1,13,1.0,32208,55696,1933,1367,943,7956,4696,492,3,53.0,13.0,69
2857,109670,Photo,2,4,1,13,1.0,32208,55696,1933,1367,874,5640,3206,471,5,140.0,38.0,183
2858,109670,Photo,2,4,1,13,1.0,32208,55696,1933,1367,768,8149,4864,389,0,48.0,8.0,56
2859,109670,Photo,2,4,1,13,1.0,32208,55696,1933,1367,1078,6733,3992,514,0,112.0,14.0,126
2860,109670,Photo,2,4,1,13,1.0,32208,55696,1933,1367,658,7072,4732,382,0,35.0,5.0,40
2861,109670,Photo,2,4,1,13,1.0,32208,55696,1933,1367,842,4954,2604,440,4,37.0,3.0,44
2862,109670,Photo,2,4,1,13,1.0,32208,55696,1933,1367,616,3821,2112,385,0,48.0,14.0,62
2863,109670,Photo,2,4,1,13,1.0,32208,55696,1933,1367,2123,43980,24720,1568,6,766.0,109.0,881
2864,109670,Photo,2,4,1,13,1.0,32208,55696,1933,1367,913,13546,9768,538,1,96.0,18.0,115
2865,109670,Photo,2,4,1,13,1.0,32208,55696,1933,1367,597,4747,2686,392,1,57.0,13.0,71
2866,109670,Photo,1,4,1,2,0.0,20920,26026,705,642,1254,6896,3998,683,11,235.0,34.0,280
2867,109670,Photo,1,4,1,2,0.0,20920,26026,705,642,906,7692,4234,508,1,64.0,22.0,87
2868,109670,Photo,1,4,1,2,0.0,20920,26026,705,642,788,5685,3230,469,2,92.0,28.0,122
2869,109670,Photo,1,4,1,2,0.0,20920,26026,705,642,943,7956,4696,492,3,53.0,13.0,69
2870,109670,Photo,1,4,1,2,0.0,20920,26026,705,642,874,5640,3206,471,5,140.0,38.0,183
2871,109670,Photo,1,4,1,2,0.0,20920,26026,705,642,768,8149,4864,389,0,48.0,8.0,56
2872,109670,Photo,1,4,1,2,0.0,20920,26026,705,642,1078,6733,3992,514,0,112.0,14.0,126
2873,109670,Photo,1,4,1,2,0.0,20920,26026,705,642,658,7072,4732,382,0,35.0,5.0,40
2874,109670,Photo,1,4,1,2,0.0,20920,26026,705,642,842,4954,2604,440,4,37.0,3.0,44
2875,109670,Photo,1,4,1,2,0.0,20920,26026,705,642,616,3821,2112,385,0,48.0,14.0,62
2876,109670,Photo,1,4,1,2,0.0,20920,26026,705,642,2123,43980,24720,1568,6,766.0,109.0,881
2877,109670,Photo,1,4,1,2,0.0,20920,26026,705,642,913,13546,9768,538,1,96.0,18.0,115
2878,109670,Photo,1,4,1,2,0.0,20920,26026,705,642,597,4747,2686,392,1,57.0,13.0,71
2879,109670,Photo,3,4,7,14,0.0,3884,6406,518,483,1254,6896,3998,683,11,235.0,34.0,280
2880,109670,Photo,3,4,7,14,0.0,3884,6406,518,483,906,7692,4234,508,1,64.0,22.0,87
2881,109670,Photo,3,4,7,14,0.0,3884,6406,518,483,788,5685,3230,469,2,92.0,28.0,122
2882,109670,Photo,3,4,7,14,0.0,3884,6406,518,483,943,7956,4696,492,3,53.0,13.0,69
2883,109670,Photo,3,4,7,14,0.0,3884,6406,518,483,874,5640,3206,471,5,140.0,38.0,183
2884,109670,Photo,3,4,7,14,0.0,3884,6406,518,483,768,8149,4864,389,0,48.0,8.0,56
2885,109670,Photo,3,4,7,14,0.0,3884,6406,518,483,1078,6733,3992,514,0,112.0,14.0,126
2886,109670,Photo,3,4,7,14,0.0,3884,6406,518,483,658,7072,4732,382,0,35.0,5.0,40
2887,109670,Photo,3,4,7,14,0.0,3884,6406,518,483,842,4954,2604,440,4,37.0,3.0,44
2888,109670,Photo,3,4,7,14,0.0,3884,6406,518,483,616,3821,2112,385,0,48.0,14.0,62
2889,109670,Photo,3,4,7,14,0.0,3884,6406,518,483,2123,43980,24720,1568,6,766.0,109.0,881
2890,109670,Photo,3,4,7,14,0.0,3884,6406,518,483,913,13546,9768,538,1,96.0,18.0,115
2891,109670,Photo,3,4,7,14,0.0,3884,6406,518,483,597,4747,2686,392,1,57.0,13.0,71
2892,107907,Photo,3,4,7,13,0.0,4240,7057,601,542,730,5026,2868,461,3,114.0,21.0,138
2893,107907,Photo,3,4,7,13,0.0,4240,7057,601,542,701,5011,2746,387,1,51.0,6.0,58
2894,107907,Photo,3,4,7,13,0.0,4240,7057,601,542,633,4010,2162,376,1,87.0,27.0,115
2895,107907,Photo,3,4,7,13,0.0,4240,7057,601,542,3383,47977,25888,1103,5,81.0,11.0,97
2896,107907,Photo,3,4,7,13,0.0,4240,7057,601,542,822,4447,2604,462,1,71.0,18.0,90
2897,107907,Photo,3,4,7,13,0.0,4240,7057,601,542,1028,6661,3864,505,9,164.0,52.0,225
2898,107907,Photo,3,4,7,13,0.0,4240,7057,601,542,645,4441,2512,395,5,91.0,26.0,122
2899,107907,Photo,3,4,7,13,0.0,4240,7057,601,542,1697,32842,16960,762,9,329.0,38.0,376
2900,107907,Photo,3,4,7,13,0.0,4240,7057,601,542,957,22022,16096,519,4,128.0,17.0,149
2901,107907,Photo,3,4,7,13,0.0,4240,7057,601,542,569,4440,2664,316,1,52.0,24.0,77
2902,107907,Photo,3,4,7,13,0.0,4240,7057,601,542,602,4607,2862,347,1,63.0,26.0,90
2903,107907,Photo,3,4,7,13,0.0,4240,7057,601,542,632,5040,3114,344,2,97.0,25.0,124
2904,107907,Photo,1,4,6,9,0.0,3544,6156,509,482,730,5026,2868,461,3,114.0,21.0,138
2905,107907,Photo,1,4,6,9,0.0,3544,6156,509,482,701,5011,2746,387,1,51.0,6.0,58
2906,107907,Photo,1,4,6,9,0.0,3544,6156,509,482,633,4010,2162,376,1,87.0,27.0,115
2907,107907,Photo,1,4,6,9,0.0,3544,6156,509,482,3383,47977,25888,1103,5,81.0,11.0,97
2908,107907,Photo,1,4,6,9,0.0,3544,6156,509,482,822,4447,2604,462,1,71.0,18.0,90
2909,107907,Photo,1,4,6,9,0.0,3544,6156,509,482,1028,6661,3864,505,9,164.0,52.0,225
2910,107907,Photo,1,4,6,9,0.0,3544,6156,509,482,645,4441,2512,395,5,91.0,26.0,122
2911,107907,Photo,1,4,6,9,0.0,3544,6156,509,482,1697,32842,16960,762,9,329.0,38.0,376
2912,107907,Photo,1,4,6,9,0.0,3544,6156,509,482,957,22022,16096,519,4,128.0,17.0,149
2913,107907,Photo,1,4,6,9,0.0,3544,6156,509,482,569,4440,2664,316,1,52.0,24.0,77
2914,107907,Photo,1,4,6,9,0.0,3544,6156,509,482,602,4607,2862,347,1,63.0,26.0,90
2915,107907,Photo,1,4,6,9,0.0,3544,6156,509,482,632,5040,3114,344,2,97.0,25.0,124
2916,107907,Photo,3,4,6,3,1.0,3286,6276,504,458,730,5026,2868,461,3,114.0,21.0,138
2917,107907,Photo,3,4,6,3,1.0,3286,6276,504,458,701,5011,2746,387,1,51.0,6.0,58
2918,107907,Photo,3,4,6,3,1.0,3286,6276,504,458,633,4010,2162,376,1,87.0,27.0,115
2919,107907,Photo,3,4,6,3,1.0,3286,6276,504,458,3383,47977,25888,1103,5,81.0,11.0,97
2920,107907,Photo,3,4,6,3,1.0,3286,6276,504,458,822,4447,2604,462,1,71.0,18.0,90
2921,107907,Photo,3,4,6,3,1.0,3286,6276,504,458,1028,6661,3864,505,9,164.0,52.0,225
2922,107907,Photo,3,4,6,3,1.0,3286,6276,504,458,645,4441,2512,395,5,91.0,26.0,122
2923,107907,Photo,3,4,6,3,1.0,3286,6276,504,458,1697,32842,16960,762,9,329.0,38.0,376
2924,107907,Photo,3,4,6,3,1.0,3286,6276,504,458,957,22022,16096,519,4,128.0,17.0,149
2925,107907,Photo,3,4,6,3,1.0,3286,6276,504,458,569,4440,2664,316,1,52.0,24.0,77
2926,107907,Photo,3,4,6,3,1.0,3286,6276,504,458,602,4607,2862,347,1,63.0,26.0,90
2927,107907,Photo,3,4,6,3,1.0,3286,6276,504,458,632,5040,3114,344,2,97.0,25.0,124
2928,107907,Photo,1,4,5,9,0.0,71360,110172,1784,1732,730,5026,2868,461,3,114.0,21.0,138
2929,107907,Photo,1,4,5,9,0.0,71360,110172,1784,1732,701,5011,2746,387,1,51.0,6.0,58
2930,107907,Photo,1,4,5,9,0.0,71360,110172,1784,1732,633,4010,2162,376,1,87.0,27.0,115
2931,107907,Photo,1,4,5,9,0.0,71360,110172,1784,1732,3383,47977,25888,1103,5,81.0,11.0,97
2932,107907,Photo,1,4,5,9,0.0,71360,110172,1784,1732,822,4447,2604,462,1,71.0,18.0,90
2933,107907,Photo,1,4,5,9,0.0,71360,110172,1784,1732,1028,6661,3864,505,9,164.0,52.0,225
2934,107907,Photo,1,4,5,9,0.0,71360,110172,1784,1732,645,4441,2512,395,5,91.0,26.0,122
2935,107907,Photo,1,4,5,9,0.0,71360,110172,1784,1732,1697,32842,16960,762,9,329.0,38.0,376
2936,107907,Photo,1,4,5,9,0.0,71360,110172,1784,1732,957,22022,16096,519,4,128.0,17.0,149
2937,107907,Photo,1,4,5,9,0.0,71360,110172,1784,1732,569,4440,2664,316,1,52.0,24.0,77
2938,107907,Photo,1,4,5,9,0.0,71360,110172,1784,1732,602,4607,2862,347,1,63.0,26.0,90
2939,107907,Photo,1,4,5,9,0.0,71360,110172,1784,1732,632,5040,3114,344,2,97.0,25.0,124
2940,107907,Photo,3,4,5,3,0.0,3824,6333,666,627,730,5026,2868,461,3,114.0,21.0,138
2941,107907,Photo,3,4,5,3,0.0,3824,6333,666,627,701,5011,2746,387,1,51.0,6.0,58
2942,107907,Photo,3,4,5,3,0.0,3824,6333,666,627,633,4010,2162,376,1,87.0,27.0,115
2943,107907,Photo,3,4,5,3,0.0,3824,6333,666,627,3383,47977,25888,1103,5,81.0,11.0,97
2944,107907,Photo,3,4,5,3,0.0,3824,6333,666,627,822,4447,2604,462,1,71.0,18.0,90
2945,107907,Photo,3,4,5,3,0.0,3824,6333,666,627,1028,6661,3864,505,9,164.0,52.0,225
2946,107907,Photo,3,4,5,3,0.0,3824,6333,666,627,645,4441,2512,395,5,91.0,26.0,122
2947,107907,Photo,3,4,5,3,0.0,3824,6333,666,627,1697,32842,16960,762,9,329.0,38.0,376
2948,107907,Photo,3,4,5,3,0.0,3824,6333,666,627,957,22022,16096,519,4,128.0,17.0,149
2949,107907,Photo,3,4,5,3,0.0,3824,6333,666,627,569,4440,2664,316,1,52.0,24.0,77
2950,107907,Photo,3,4,5,3,0.0,3824,6333,666,627,602,4607,2862,347,1,63.0,26.0,90
2951,107907,Photo,3,4,5,3,0.0,3824,6333,666,627,632,5040,3114,344,2,97.0,25.0,124
2952,107907,Photo,3,4,4,13,0.0,6360,11079,715,631,730,5026,2868,461,3,114.0,21.0,138
2953,107907,Photo,3,4,4,13,0.0,6360,11079,715,631,701,5011,2746,387,1,51.0,6.0,58
2954,107907,Photo,3,4,4,13,0.0,6360,11079,715,631,633,4010,2162,376,1,87.0,27.0,115
2955,107907,Photo,3,4,4,13,0.0,6360,11079,715,631,3383,47977,25888,1103,5,81.0,11.0,97
2956,107907,Photo,3,4,4,13,0.0,6360,11079,715,631,822,4447,2604,462,1,71.0,18.0,90
2957,107907,Photo,3,4,4,13,0.0,6360,11079,715,631,1028,6661,3864,505,9,164.0,52.0,225
2958,107907,Photo,3,4,4,13,0.0,6360,11079,715,631,645,4441,2512,395,5,91.0,26.0,122
2959,107907,Photo,3,4,4,13,0.0,6360,11079,715,631,1697,32842,16960,762,9,329.0,38.0,376
2960,107907,Photo,3,4,4,13,0.0,6360,11079,715,631,957,22022,16096,519,4,128.0,17.0,149
2961,107907,Photo,3,4,4,13,0.0,6360,11079,715,631,569,4440,2664,316,1,52.0,24.0,77
2962,107907,Photo,3,4,4,13,0.0,6360,11079,715,631,602,4607,2862,347,1,63.0,26.0,90
2963,107907,Photo,3,4,4,13,0.0,6360,11079,715,631,632,5040,3114,344,2,97.0,25.0,124
2964,107907,Photo,3,4,4,5,1.0,3714,6385,537,481,730,5026,2868,461,3,114.0,21.0,138
2965,107907,Photo,3,4,4,5,1.0,3714,6385,537,481,701,5011,2746,387,1,51.0,6.0,58
2966,107907,Photo,3,4,4,5,1.0,3714,6385,537,481,633,4010,2162,376,1,87.0,27.0,115
2967,107907,Photo,3,4,4,5,1.0,3714,6385,537,481,3383,47977,25888,1103,5,81.0,11.0,97
2968,107907,Photo,3,4,4,5,1.0,3714,6385,537,481,822,4447,2604,462,1,71.0,18.0,90
2969,107907,Photo,3,4,4,5,1.0,3714,6385,537,481,1028,6661,3864,505,9,164.0,52.0,225
2970,107907,Photo,3,4,4,5,1.0,3714,6385,537,481,645,4441,2512,395,5,91.0,26.0,122
2971,107907,Photo,3,4,4,5,1.0,3714,6385,537,481,1697,32842,16960,762,9,329.0,38.0,376
2972,107907,Photo,3,4,4,5,1.0,3714,6385,537,481,957,22022,16096,519,4,128.0,17.0,149
2973,107907,Photo,3,4,4,5,1.0,3714,6385,537,481,569,4440,2664,316,1,52.0,24.0,77
2974,107907,Photo,3,4,4,5,1.0,3714,6385,537,481,602,4607,2862,347,1,63.0,26.0,90
2975,107907,Photo,3,4,4,5,1.0,3714,6385,537,481,632,5040,3114,344,2,97.0,25.0,124
2976,107907,Photo,1,4,3,13,1.0,46192,80227,1364,1096,730,5026,2868,461,3,114.0,21.0,138
2977,107907,Photo,1,4,3,13,1.0,46192,80227,1364,1096,701,5011,2746,387,1,51.0,6.0,58
2978,107907,Photo,1,4,3,13,1.0,46192,80227,1364,1096,633,4010,2162,376,1,87.0,27.0,115
2979,107907,Photo,1,4,3,13,1.0,46192,80227,1364,1096,3383,47977,25888,1103,5,81.0,11.0,97
2980,107907,Photo,1,4,3,13,1.0,46192,80227,1364,1096,822,4447,2604,462,1,71.0,18.0,90
2981,107907,Photo,1,4,3,13,1.0,46192,80227,1364,1096,1028,6661,3864,505,9,164.0,52.0,225
2982,107907,Photo,1,4,3,13,1.0,46192,80227,1364,1096,645,4441,2512,395,5,91.0,26.0,122
2983,107907,Photo,1,4,3,13,1.0,46192,80227,1364,1096,1697,32842,16960,762,9,329.0,38.0,376
2984,107907,Photo,1,4,3,13,1.0,46192,80227,1364,1096,957,22022,16096,519,4,128.0,17.0,149
2985,107907,Photo,1,4,3,13,1.0,46192,80227,1364,1096,569,4440,2664,316,1,52.0,24.0,77
2986,107907,Photo,1,4,3,13,1.0,46192,80227,1364,1096,602,4607,2862,347,1,63.0,26.0,90
2987,107907,Photo,1,4,3,13,1.0,46192,80227,1364,1096,632,5040,3114,344,2,97.0,25.0,124
2988,107907,Photo,1,4,3,4,1.0,39568,47128,741,652,730,5026,2868,461,3,114.0,21.0,138
2989,107907,Photo,1,4,3,4,1.0,39568,47128,741,652,701,5011,2746,387,1,51.0,6.0,58
2990,107907,Photo,1,4,3,4,1.0,39568,47128,741,652,633,4010,2162,376,1,87.0,27.0,115
2991,107907,Photo,1,4,3,4,1.0,39568,47128,741,652,3383,47977,25888,1103,5,81.0,11.0,97
2992,107907,Photo,1,4,3,4,1.0,39568,47128,741,652,822,4447,2604,462,1,71.0,18.0,90
2993,107907,Photo,1,4,3,4,1.0,39568,47128,741,652,1028,6661,3864,505,9,164.0,52.0,225
2994,107907,Photo,1,4,3,4,1.0,39568,47128,741,652,645,4441,2512,395,5,91.0,26.0,122
2995,107907,Photo,1,4,3,4,1.0,39568,47128,741,652,1697,32842,16960,762,9,329.0,38.0,376
2996,107907,Photo,1,4,3,4,1.0,39568,47128,741,652,957,22022,16096,519,4,128.0,17.0,149
2997,107907,Photo,1,4,3,4,1.0,39568,47128,741,652,569,4440,2664,316,1,52.0,24.0,77
2998,107907,Photo,1,4,3,4,1.0,39568,47128,741,652,602,4607,2862,347,1,63.0,26.0,90
2999,107907,Photo,1,4,3,4,1.0,39568,47128,741,652,632,5040,3114,344,2,97.0,25.0,124
3000,107907,Photo,3,4,1,3,0.0,4552,7253,471,444,730,5026,2868,461,3,114.0,21.0,138
3001,107907,Photo,3,4,1,3,0.0,4552,7253,471,444,701,5011,2746,387,1,51.0,6.0,58
3002,107907,Photo,3,4,1,3,0.0,4552,7253,471,444,633,4010,2162,376,1,87.0,27.0,115
3003,107907,Photo,3,4,1,3,0.0,4552,7253,471,444,3383,47977,25888,1103,5,81.0,11.0,97
3004,107907,Photo,3,4,1,3,0.0,4552,7253,471,444,822,4447,2604,462,1,71.0,18.0,90
3005,107907,Photo,3,4,1,3,0.0,4552,7253,471,444,1028,6661,3864,505,9,164.0,52.0,225
3006,107907,Photo,3,4,1,3,0.0,4552,7253,471,444,645,4441,2512,395,5,91.0,26.0,122
3007,107907,Photo,3,4,1,3,0.0,4552,7253,471,444,1697,32842,16960,762,9,329.0,38.0,376
3008,107907,Photo,3,4,1,3,0.0,4552,7253,471,444,957,22022,16096,519,4,128.0,17.0,149
3009,107907,Photo,3,4,1,3,0.0,4552,7253,471,444,569,4440,2664,316,1,52.0,24.0,77
3010,107907,Photo,3,4,1,3,0.0,4552,7253,471,444,602,4607,2862,347,1,63.0,26.0,90
3011,107907,Photo,3,4,1,3,0.0,4552,7253,471,444,632,5040,3114,344,2,97.0,25.0,124
3012,107907,Photo,3,4,7,10,0.0,4390,7004,484,453,730,5026,2868,461,3,114.0,21.0,138
3013,107907,Photo,3,4,7,10,0.0,4390,7004,484,453,701,5011,2746,387,1,51.0,6.0,58
3014,107907,Photo,3,4,7,10,0.0,4390,7004,484,453,633,4010,2162,376,1,87.0,27.0,115
3015,107907,Photo,3,4,7,10,0.0,4390,7004,484,453,3383,47977,25888,1103,5,81.0,11.0,97
3016,107907,Photo,3,4,7,10,0.0,4390,7004,484,453,822,4447,2604,462,1,71.0,18.0,90
3017,107907,Photo,3,4,7,10,0.0,4390,7004,484,453,1028,6661,3864,505,9,164.0,52.0,225
3018,107907,Photo,3,4,7,10,0.0,4390,7004,484,453,645,4441,2512,395,5,91.0,26.0,122
3019,107907,Photo,3,4,7,10,0.0,4390,7004,484,453,1697,32842,16960,762,9,329.0,38.0,376
3020,107907,Photo,3,4,7,10,0.0,4390,7004,484,453,957,22022,16096,519,4,128.0,17.0,149
3021,107907,Photo,3,4,7,10,0.0,4390,7004,484,453,569,4440,2664,316,1,52.0,24.0,77
3022,107907,Photo,3,4,7,10,0.0,4390,7004,484,453,602,4607,2862,347,1,63.0,26.0,90
3023,107907,Photo,3,4,7,10,0.0,4390,7004,484,453,632,5040,3114,344,2,97.0,25.0,124
3024,107907,Photo,3,4,7,3,0.0,4770,7716,494,455,730,5026,2868,461,3,114.0,21.0,138
3025,107907,Photo,3,4,7,3,0.0,4770,7716,494,455,701,5011,2746,387,1,51.0,6.0,58
3026,107907,Photo,3,4,7,3,0.0,4770,7716,494,455,633,4010,2162,376,1,87.0,27.0,115
3027,107907,Photo,3,4,7,3,0.0,4770,7716,494,455,3383,47977,25888,1103,5,81.0,11.0,97
3028,107907,Photo,3,4,7,3,0.0,4770,7716,494,455,822,4447,2604,462,1,71.0,18.0,90
3029,107907,Photo,3,4,7,3,0.0,4770,7716,494,455,1028,6661,3864,505,9,164.0,52.0,225
3030,107907,Photo,3,4,7,3,0.0,4770,7716,494,455,645,4441,2512,395,5,91.0,26.0,122
3031,107907,Photo,3,4,7,3,0.0,4770,7716,494,455,1697,32842,16960,762,9,329.0,38.0,376
3032,107907,Photo,3,4,7,3,0.0,4770,7716,494,455,957,22022,16096,519,4,128.0,17.0,149
3033,107907,Photo,3,4,7,3,0.0,4770,7716,494,455,569,4440,2664,316,1,52.0,24.0,77
3034,107907,Photo,3,4,7,3,0.0,4770,7716,494,455,602,4607,2862,347,1,63.0,26.0,90
3035,107907,Photo,3,4,7,3,0.0,4770,7716,494,455,632,5040,3114,344,2,97.0,25.0,124
3036,107907,Link,1,4,2,6,0.0,70912,94172,1374,1106,1267,42338,27232,788,1,379.0,40.0,420
3037,106928,Photo,3,4,6,9,1.0,2970,4649,421,390,544,3346,2044,301,2,56.0,9.0,67
3038,106928,Photo,3,4,6,9,1.0,2970,4649,421,390,979,6021,3606,441,4,138.0,26.0,168
3039,106928,Photo,3,4,6,9,1.0,2970,4649,421,390,984,6600,3916,463,7,142.0,24.0,173
3040,106928,Photo,3,4,6,9,1.0,2970,4649,421,390,571,4550,2830,335,1,75.0,15.0,91
3041,106928,Photo,3,4,6,9,1.0,2970,4649,421,390,857,6032,3794,454,1,89.0,14.0,104
3042,106928,Photo,2,4,5,13,0.0,5302,8769,624,566,544,3346,2044,301,2,56.0,9.0,67
3043,106928,Photo,2,4,5,13,0.0,5302,8769,624,566,979,6021,3606,441,4,138.0,26.0,168
3044,106928,Photo,2,4,5,13,0.0,5302,8769,624,566,984,6600,3916,463,7,142.0,24.0,173
3045,106928,Photo,2,4,5,13,0.0,5302,8769,624,566,571,4550,2830,335,1,75.0,15.0,91
3046,106928,Photo,2,4,5,13,0.0,5302,8769,624,566,857,6032,3794,454,1,89.0,14.0,104
3047,106928,Photo,2,4,5,3,0.0,5560,9301,642,586,544,3346,2044,301,2,56.0,9.0,67
3048,106928,Photo,2,4,5,3,0.0,5560,9301,642,586,979,6021,3606,441,4,138.0,26.0,168
3049,106928,Photo,2,4,5,3,0.0,5560,9301,642,586,984,6600,3916,463,7,142.0,24.0,173
3050,106928,Photo,2,4,5,3,0.0,5560,9301,642,586,571,4550,2830,335,1,75.0,15.0,91
3051,106928,Photo,2,4,5,3,0.0,5560,9301,642,586,857,6032,3794,454,1,89.0,14.0,104
3052,106928,Photo,3,4,4,13,0.0,4406,6769,477,433,544,3346,2044,301,2,56.0,9.0,67
3053,106928,Photo,3,4,4,13,0.0,4406,6769,477,433,979,6021,3606,441,4,138.0,26.0,168
3054,106928,Photo,3,4,4,13,0.0,4406,6769,477,433,984,6600,3916,463,7,142.0,24.0,173
3055,106928,Photo,3,4,4,13,0.0,4406,6769,477,433,571,4550,2830,335,1,75.0,15.0,91
3056,106928,Photo,3,4,4,13,0.0,4406,6769,477,433,857,6032,3794,454,1,89.0,14.0,104
3057,106928,Photo,1,4,4,3,1.0,5290,8132,612,570,544,3346,2044,301,2,56.0,9.0,67
3058,106928,Photo,1,4,4,3,1.0,5290,8132,612,570,979,6021,3606,441,4,138.0,26.0,168
3059,106928,Photo,1,4,4,3,1.0,5290,8132,612,570,984,6600,3916,463,7,142.0,24.0,173
3060,106928,Photo,1,4,4,3,1.0,5290,8132,612,570,571,4550,2830,335,1,75.0,15.0,91
3061,106928,Photo,1,4,4,3,1.0,5290,8132,612,570,857,6032,3794,454,1,89.0,14.0,104
3062,106928,Link,1,4,6,4,0.0,34192,42092,338,322,389,22907,16464,230,1,36.0,7.0,44
3063,104070,Photo,1,3,5,14,1.0,3696,5824,517,474,742,4166,2650,391,2,63.0,16.0,81
3064,104070,Photo,1,3,5,14,1.0,3696,5824,517,474,1448,6956,4418,572,3,176.0,29.0,208
3065,104070,Photo,1,3,5,14,1.0,3696,5824,517,474,2567,1107833,48368,1513,7,227.0,15.0,249
3066,104070,Photo,1,3,5,14,1.0,3696,5824,517,474,31,1483,1062,15,0,0.0,0.0,0
3067,104070,Photo,1,3,4,14,1.0,6030,9579,735,659,742,4166,2650,391,2,63.0,16.0,81
3068,104070,Photo,1,3,4,14,1.0,6030,9579,735,659,1448,6956,4418,572,3,176.0,29.0,208
3069,104070,Photo,1,3,4,14,1.0,6030,9579,735,659,2567,1107833,48368,1513,7,227.0,15.0,249
3070,104070,Photo,1,3,4,14,1.0,6030,9579,735,659,31,1483,1062,15,0,0.0,0.0,0
3071,104070,Photo,1,3,4,7,0.0,49632,1110282,1653,1480,742,4166,2650,391,2,63.0,16.0,81
3072,104070,Photo,1,3,4,7,0.0,49632,1110282,1653,1480,1448,6956,4418,572,3,176.0,29.0,208
3073,104070,Photo,1,3,4,7,0.0,49632,1110282,1653,1480,2567,1107833,48368,1513,7,227.0,15.0,249
3074,104070,Photo,1,3,4,7,0.0,49632,1110282,1653,1480,31,1483,1062,15,0,0.0,0.0,0
3075,104070,Photo,1,3,3,10,0.0,1874,2474,25,25,742,4166,2650,391,2,63.0,16.0,81
